taxon,tvk,start_day,start_month,end_day,end_month,stage
Pseudopanthera macularia,NBNSYS0000006000,15,4,7,7,mature
Pseudopostega auritella,NHMSYS0021142154,1,6,31,7,mature
Pseudopostega crepusculella,NBNSYS0100004928,1,6,15,8,mature
Pseudosciaphila branderiana,NHMSYS0000503950,1,6,31,8,mature
Pseudoswammerdamia combinella,NHMSYS0000503952,1,4,31,7,mature
Pseudotelphusa paripunctella,NBNSYS0100004937,15,5,31,7,mature
Pseudotelphusa scalella,NHMSYS0000503954,1,5,15,7,mature
Pseudoterpna coronillaria,NHMSYS0021144312,1,6,31,7,mature
Pseudoterpna pruinata,NHMSYS0000522767,15,5,30,9,mature
Pseudoterpna pruinata atropunctaria,NHMSYS0021144309,15,5,30,9,mature
Pseudoterpna pruinata pruinata,NHMSYS0021144308,15,5,30,9,mature
Psoricoptera gibbosella,NHMSYS0000503958,1,7,7,10,mature
Psyche casta,NHMSYS0000503960,15,5,15,8,mature
Psyche crassiorella,NHMSYS0000503961,1,6,31,7,mature
Psychoides filicivora,NHMSYS0000503964,1,2,31,12,mature
Psychoides verhuella,NHMSYS0000503965,1,5,31,7,mature
Pterapherapteryx sexalata,NBNSYS0000005973,21,4,7,9,mature
Pterophorus pentadactyla,NHMSYS0000503972,1,3,30,9,mature
Pterostoma palpina,NBNSYS0000006097,1,4,7,9,mature
Ptilodon capucina,NBNSYS0000006094,15,4,15,9,mature
Ptilodon cucullina,NHMSYS0021144355,21,4,7,9,mature
Ptilophora plumigera,NHMSYS0021144358,1,11,7,12,mature
Ptocheuusa paupella,NHMSYS0000503982,21,5,30,9,mature
Ptycholoma lecheana,NHMSYS0000503984,15,5,15,8,mature
Ptycholomoides aeriferana,NHMSYS0021143011,15,6,31,8,mature
Pungeleria capreolaria,NHMSYS0021125337,1,5,30,9,mature
Pyralis farinalis,NHMSYS0000503998,15,5,31,10,mature
Pyralis lienigialis,NHMSYS0000503999,1,6,31,10,mature
Pyrausta aerealis,NHMSYS0021143707,1,6,30,6,mature
Pyrausta aurata,NHMSYS0000504003,15,4,30,9,mature
Pyrausta cingulata,NHMSYS0000504005,15,4,31,8,mature
Pyrausta despicata,NBNSYS0100005004,21,3,30,9,mature
Pyrausta nigrata,NHMSYS0000504006,15,4,31,10,mature
Pyrausta ostrinalis,NHMSYS0000504007,15,4,15,8,mature
Pyrausta purpuralis,NHMSYS0000504008,1,4,15,9,mature
Pyrausta sanguinalis,NBNSYS0000026894,21,5,31,7,mature
Pyroderces argyrogrammos,NHMSYS0001703662,1,5,31,5,mature
Pyropteron chrysidiformis,NHMSYS0000504018,21,5,7,7,mature
Pyropteron muscaeformis,NHMSYS0021143410,21,5,31,7,mature
Pyrrhia umbra,NBNSYS0000006505,21,4,15,10,mature
Recurvaria leucatella,NHMSYS0000504026,21,6,21,8,mature
Recurvaria nanella,NHMSYS0021142793,15,6,31,8,mature
Retinia resinella,MM0001Z100QKZ9J1,1,6,30,6,mature
Rheumaptera hastata,NBNSYS0000005867,1,5,21,7,mature
Rheumaptera hastata hastata,NHMSYS0021144034,1,5,21,7,mature
Rheumaptera hastata nigrescens,NHMSYS0021144035,1,5,21,7,mature
Rhigognostis annulatella,NHMSYS0000504042,1,4,21,6,mature
Rhigognostis incarnatella,NHMSYS0000504044,15,7,15,8,mature
Rhigognostis senilella,NHMSYS0000504045,1,6,30,6,mature
Rhizedra lutosa,NHMSYS0021144629,15,7,15,11,mature
Rhodometra sacraria,NBNSYS0000005789,1,4,21,11,mature
Rhodophaea formosa,NHMSYS0021143641,21,5,30,9,mature
Rhopobota myrtillana,NBNSYS0100005141,1,5,30,6,mature
Rhopobota naevana,NHMSYS0021143246,1,6,7,10,mature
Rhopobota stagnana,NBNSYS0100005142,1,4,30,9,mature
Rhopobota ustomaculana,NHMSYS0000504054,1,6,31,7,mature
Rhyacia lucipeta,NHMSYS0021144919,1,6,30,9,mature
Rhyacia simulans,NBNSYS0000006191,1,6,7,10,mature
Rhyacionia buoliana,NHMSYS0020470512,1,6,7,9,mature
Rhyacionia logaea,NBNSYS0100005143,1,4,7,5,mature
Rhyacionia pinicolana,NHMSYS0021143324,1,6,31,8,mature
Rhyacionia pinivorana,NHMSYS0000504061,21,4,15,8,mature
Rivula sericealis,NBNSYS0000006578,15,5,31,10,mature
Roeslerstammia erxlebella,NHMSYS0000504067,1,5,30,9,mature
Roeslerstammia pronubella,NHMSYS0021142402,1,5,1,6,mature
Rusina ferruginea,NBNSYS0000006398,1,5,31,8,mature
Sabra harpagula,NBNSYS0000005722,21,5,15,7,mature
Salebriopsis albicilla,NHMSYS0000504078,15,5,31,7,mature
Saturnia pavonia,NBNSYS0000156325,15,3,15,6,mature
Schiffermuelleria grandis,NHMSYS0021142538,1,5,30,6,mature
Schiffermuelleria schaefferella,NHMSYS0021142536,1,5,31,5,mature
Schoenobius gigantella,NHMSYS0021143785,21,5,15,9,mature
Schrankia costaestrigalis,NBNSYS0000006586,1,5,7,11,mature
Schrankia taenialis,NHMSYS0021144432,7,6,7,10,mature
Schreckensteinia festaliella,NHMSYS0021142963,1,4,30,9,mature
Sciota adelphella,NHMSYS0000504111,21,5,7,9,mature
Sciota hostilis,NBNSYS0000026980,21,5,31,7,mature
Sciota rhenella,NHMSYS0001703764,1,7,31,8,mature
Sclerocona acutellus,NHMSYS0000504113,1,6,7,8,mature
Scoliopteryx libatrix,NBNSYS0000006573,1,1,31,12,mature
Scoparia ambigualis,NHMSYS0000504116,15,4,31,10,mature
Scoparia ancipitella,NHMSYS0000504117,21,6,31,8,mature
Scoparia basistrigalis,NHMSYS0000504119,21,5,31,8,mature
Scoparia pyralella,NHMSYS0021143745,21,4,21,8,mature
Scoparia subfusca,NHMSYS0000504121,15,5,7,9,mature
Scopula emutaria,NHMSYS0021143877,1,6,15,9,mature
Scopula floslactata,NBNSYS0000005766,15,4,31,8,mature
Scopula imitaria,NHMSYS0021143870,21,5,7,10,mature
Scopula immorata,NBNSYS0000005756,7,6,15,7,mature
Scopula immutata,NBNSYS0000005765,15,5,31,8,mature
Scopula marginepunctata,NBNSYS0000005762,15,4,7,10,mature
Scopula nigropunctata,NBNSYS0000005757,15,6,15,8,mature
Scopula ornata,NBNSYS0000005760,15,4,7,9,mature
Scopula rubiginata,NBNSYS0000005761,21,5,7,9,mature
Scopula ternata,NHMSYS0021143871,1,6,21,8,mature
Scotopteryx bipunctaria,NHMSYS0000521353,7,6,7,9,mature
Scotopteryx bipunctaria bipunctaria,NHMSYS0021143907,7,6,7,9,mature
Scotopteryx bipunctaria cretata,NHMSYS0021143908,7,6,7,9,mature
Scotopteryx chenopodiata,NBNSYS0000005807,1,6,21,9,mature
Scotopteryx luridata,NHMSYS0000521358,15,5,21,8,mature
Scotopteryx luridata luridata,NHMSYS0021143903,15,5,21,8,mature
Scotopteryx luridata plumbaria,NHMSYS0021143905,15,5,21,8,mature
Scotopteryx moeniata,NBNSYS0000005804,15,7,7,9,mature
Scotopteryx mucronata,NBNSYS0000005809,1,5,31,7,mature
Scotopteryx mucronata mucronata,NHMSYS0021143900,1,5,31,7,mature
Scotopteryx mucronata scotica,NHMSYS0021143902,1,5,31,7,mature
Scotopteryx mucronata umbrifera,NHMSYS0021143901,1,5,31,7,mature
Scotopteryx peribolata,NHMSYS0021143906,21,8,30,9,mature
Scrobipalpa acuminatella,NHMSYS0000504138,1,4,15,9,mature
Scrobipalpa artemisiella,NHMSYS0000504139,21,5,31,8,mature
Scrobipalpa atriplicella,NHMSYS0000504140,15,4,30,9,mature
Scrobipalpa clintoni,NHMSYS0000504141,1,4,30,6,mature
Scrobipalpa costella,NHMSYS0000504142,1,1,31,12,mature
Scrobipalpa instabilella,NHMSYS0000504143,1,6,7,9,mature
Scrobipalpa murinella,NHMSYS0021142749,1,5,30,6,mature
Scrobipalpa nitentella,NHMSYS0000504146,15,6,31,8,mature
Scrobipalpa obsoletella,NHMSYS0000504147,1,5,7,9,mature
Scrobipalpa ocellatella,NHMSYS0000504148,1,5,7,10,mature
Scrobipalpa pauperella,NBNSYS0000005366,21,5,7,7,mature
Scrobipalpa salicorniae,NHMSYS0021142751,1,6,15,9,mature
Scrobipalpa samadensis,NHMSYS0000521368,15,5,15,9,mature
Scrobipalpa stangei,NHMSYS0000504153,1,7,31,7,mature
Scrobipalpa suaedella,NHMSYS0000504154,15,6,31,8,mature
Scrobipalpula diffluella,NHMSYS0000504156,21,6,31,7,mature
Scrobipalpula tussilaginis,NHMSYS0000504158,1,6,30,9,mature
Scythris cicadella,NHMSYS0000504160,1,7,31,7,mature
Scythris crassiuscula,NHMSYS0000504161,1,5,30,9,mature
Scythris empetrella,NHMSYS0000504162,1,6,31,7,mature
Scythris fallacella,NHMSYS0000504163,21,5,7,7,mature
Scythris fuscoaenea,NHMSYS0000504165,1,6,31,8,mature
Scythris grandipennis,NHMSYS0000504166,21,5,31,8,mature
Scythris inspersella,NHMSYS0021142883,1,7,31,8,mature
Scythris limbella,NHMSYS0000504168,1,6,30,9,mature
Scythris picaepennis,NHMSYS0000504169,21,5,30,9,mature
Scythris potentillella,MM0001Z1000RH411,1,6,31,10,mature
Scythris siccella,NHMSYS0000504172,1,6,31,7,mature
Scythropia crataegella,NHMSYS0000504176,1,6,30,9,mature
Sedina buettneri,NBNSYS0000006481,15,9,15,10,mature
Selagia argyrella,NHMSYS0000504181,1,7,31,7,mature
Selania leplastriana,NHMSYS0000504183,1,7,31,7,mature
Selenia dentaria,NBNSYS0000006008,15,2,15,9,mature
Selenia lunularia,NHMSYS0021144200,15,4,21,8,mature
Selenia tetralunaria,NBNSYS0000006010,21,3,7,9,mature
Selidosema brunnearia,NBNSYS0000006030,1,7,7,9,mature
Selidosema brunnearia brunnearia,NHMSYS0021144233,1,7,7,9,mature
Selidosema brunnearia scandinaviaria,NHMSYS0021144236,1,7,7,9,mature
Selidosema brunnearia tyronensis,NHMSYS0021144237,1,7,7,9,mature
Semioscopis avellanella,NHMSYS0000504191,1,3,31,5,mature
Semioscopis steinkellneriana,NHMSYS0021142577,21,3,31,5,mature
Senta flammea,NBNSYS0000006302,21,4,15,8,mature
Sesamia nonagrioides,NHMSYS0021144692,1,5,31,10,mature
Sesia apiformis,NBNSYS0000005685,7,5,31,7,mature
Sesia bembeciformis,NHMSYS0021143404,1,6,15,8,mature
Setina irrorella,NBNSYS0000006122,21,4,21,7,mature
Sideridis reticulata,NHMSYS0021167201,1,5,31,7,mature
Sideridis reticulata hibernica,NHMSYS0021144837,1,5,31,7,mature
Sideridis reticulata marginosa,NHMSYS0021144836,1,5,31,7,mature
Sideridis reticulata reticulata,NHMSYS0021144833,1,5,31,7,mature
Sideridis rivularis,NHMSYS0021144830,15,4,30,9,mature
Sideridis turbida,NHMSYS0021144827,21,4,15,8,mature
Simyra albovenosa,NBNSYS0000006385,15,4,30,9,mature
Siona lineata,NBNSYS0000006058,21,5,7,7,mature
Sitochroa palealis,NHMSYS0021143713,15,6,15,9,mature
Sitochroa verticalis,NHMSYS0000504228,1,5,31,8,mature
Sitotroga cerealella,NHMSYS0000504230,1,7,31,8,mature
Smerinthus ocellata,NBNSYS0000006068,21,4,7,8,mature
Sophronia semicostella,NHMSYS0021142731,15,6,15,8,mature
Sorhagenia janiszewskae,NHMSYS0000504257,21,6,31,8,mature
Sorhagenia lophyrella,NHMSYS0000504258,1,5,31,8,mature
Sorhagenia rhamniella,NHMSYS0000504259,1,7,31,8,mature
Spaelotis ravida,NHMSYS0021144929,1,6,30,9,mature
Spargania luctuata,NHMSYS0021143955,1,5,31,8,mature
Sparganothis pilleriana,NHMSYS0021142989,1,7,30,9,mature
Spatalistis bifasciana,NHMSYS0021143068,1,5,31,7,mature
Sphinx ligustri,NHMSYS0021143835,7,5,15,8,mature
Sphinx pinastri,NHMSYS0021143836,15,4,15,9,mature
Spilonota laricana,NBNSYS0100005572,1,6,30,9,mature
Spilonota ocellana,NHMSYS0021143249,1,5,30,9,mature
Spilosoma lubricipeda,NBNSYS0000006146,1,4,31,10,mature
Spilosoma lutea,NHMSYS0021144388,15,4,30,9,mature
Spilosoma urticae,NBNSYS0000006148,1,5,15,8,mature
Spodoptera cilium,NHMSYS0021144566,15,9,7,11,mature
Spodoptera exigua,NHMSYS0021144565,1,2,31,12,mature
Spodoptera littoralis,NBNSYS0000006491,15,6,15,10,mature
Spoladea recurvalis,NHMSYS0000504286,1,7,31,12,mature
Spuleria flavicaput,NHMSYS0000504292,1,5,30,6,mature
Standfussiana lucernea,NBNSYS0000006190,21,5,30,9,mature
Stathmopoda pedella,NHMSYS0000504300,1,6,15,8,mature
Stauropus fagi,NBNSYS0000006085,15,4,15,8,mature
Stegania cararia,NHMSYS0020732454,15,6,15,8,mature
Stegania trimaculata,NHMSYS0000504304,1,4,31,8,mature
Stenolechia gemmella,NHMSYS0000504307,21,7,30,9,mature
Stenoptilia annadactyla,NHMSYS0020547811,1,5,31,8,mature
Stenoptilia bipunctidactyla,NHMSYS0000504309,1,5,31,10,mature
Stenoptilia inopinata,NHMSYS0021142914,1,6,31,8,mature
Stenoptilia islandicus,NBNSYS0100005592,21,6,31,7,mature
Stenoptilia millieridactyla,NHMSYS0021142918,1,6,30,9,mature
Stenoptilia pneumonanthes,NHMSYS0000504313,1,7,30,9,mature
Stenoptilia pterodactyla,NHMSYS0000504314,1,6,31,8,mature
Stenoptilia scabiodactylus,NHMSYS0000504316,21,5,31,8,mature
Stenoptilia zophodactylus,NHMSYS0000504317,1,5,30,11,mature
Stenoptinea cyaneimarmorella,NHMSYS0000504319,1,5,31,8,mature
Stephensia brunnichella,NHMSYS0000504321,1,5,30,9,mature
Sterrhopterix fusca,NBNSYS0000025782,1,6,31,7,mature
Stictea mygindiana,NHMSYS0021143190,1,5,30,6,mature
Stigmella aceris,NHMSYS0000504326,1,5,31,8,mature
Stigmella aeneofasciella,NHMSYS0000504327,1,5,31,8,mature
Stigmella alnetella,NHMSYS0000504328,1,8,31,8,mature
Stigmella anomalella,NHMSYS0000504329,1,5,31,8,mature
Stigmella assimilella,NHMSYS0000504330,1,6,31,7,mature
Stigmella atricapitella,NHMSYS0000504331,1,5,31,8,mature
Stigmella aurella,NHMSYS0000504333,1,4,30,9,mature
Stigmella auromarginella,NHMSYS0000504337,1,5,30,9,mature
Stigmella basiguttella,NHMSYS0000504338,1,5,31,8,mature
Stigmella betulicola,NHMSYS0000504339,1,5,31,8,mature
Stigmella carpinella,NHMSYS0000504341,1,5,31,8,mature
Stigmella catharticella,NHMSYS0000504342,1,5,31,8,mature
Stigmella centifoliella,NHMSYS0000504343,1,4,31,8,mature
Stigmella confusella,NHMSYS0000504344,1,5,31,5,mature
Stigmella continuella,NHMSYS0000504345,1,5,31,8,mature
Stigmella crataegella,NHMSYS0000504346,1,5,7,6,mature
Stigmella desperatella,NHMSYS0000504347,1,6,30,6,mature
Stigmella dryadella,NHMSYS0021142125,1,5,30,9,mature
Stigmella filipendulae,NHMSYS0000504351,1,5,31,8,mature
Stigmella floslactella,NHMSYS0000504352,1,5,31,8,mature
Stigmella glutinosae,NHMSYS0000504354,1,8,31,8,mature
Stigmella hemargyrella,NHMSYS0000504355,21,4,7,8,mature
Stigmella hybnerella,NHMSYS0000504356,1,4,31,8,mature
Stigmella incognitella,NBNSYS0100005604,1,5,31,8,mature
Stigmella lapponica,NHMSYS0000504357,1,5,15,6,mature
Stigmella lemniscella,NBNSYS0100005605,1,5,31,8,mature
Stigmella luteella,NHMSYS0000504359,1,5,31,7,mature
Stigmella magdalenae,NBNSYS0100005606,1,5,30,6,mature
Stigmella malella,NHMSYS0000504360,1,5,31,8,mature
Stigmella mespilicola,NHMSYS0000504361,1,5,31,8,mature
Stigmella microtheriella,NHMSYS0000504362,1,5,31,8,mature
Stigmella minusculella,NHMSYS0000504363,1,5,31,8,mature
Stigmella myrtillella,NHMSYS0000504364,1,5,31,8,mature
Stigmella nylandriella,NHMSYS0000504366,1,5,30,6,mature
Stigmella obliquella,NHMSYS0000504367,1,5,31,8,mature
Stigmella oxyacanthella,NHMSYS0000504368,1,6,30,6,mature
Stigmella paradoxa,NHMSYS0000504369,21,4,31,5,mature
Stigmella perpygmaeella,NHMSYS0000504370,1,5,31,8,mature
Stigmella plagicolella,NHMSYS0000504371,1,5,31,8,mature
Stigmella poterii,NHMSYS0000504372,1,4,31,8,mature
Stigmella pretiosa,NBNSYS0100005609,1,6,30,6,mature
Stigmella prunetorum,NHMSYS0000504375,1,5,31,8,mature
Stigmella pyri,NHMSYS0000504376,21,5,31,8,mature
Stigmella regiella,NHMSYS0000504377,1,5,30,6,mature
Stigmella roborella,NHMSYS0000504379,1,5,31,8,mature
Stigmella ruficapitella,NHMSYS0000504380,1,5,31,8,mature
Stigmella sakhalinella,NBNSYS0100005611,1,5,30,6,mature
Stigmella salicis,NHMSYS0000504381,1,4,31,8,mature
Stigmella samiatella,NHMSYS0000504382,1,5,30,9,mature
Stigmella sorbi,NHMSYS0000504383,1,5,31,5,mature
Stigmella speciosa,NHMSYS0000504384,1,6,31,8,mature
Stigmella spinosissimae,NHMSYS0000504385,1,5,31,8,mature
Stigmella splendidissimella,NHMSYS0000504386,1,4,31,8,mature
Stigmella suberivora,NHMSYS0000504388,1,4,31,8,mature
Stigmella svenssoni,NHMSYS0000504389,1,5,31,8,mature
Stigmella tiliae,NHMSYS0000504390,1,5,31,8,mature
Stigmella tityrella,NHMSYS0000504391,1,4,31,8,mature
Stigmella torminalis,NHMSYS0000504392,1,5,30,6,mature
Stigmella trimaculella,NHMSYS0000504393,1,5,31,8,mature
Stigmella ulmivora,NHMSYS0000504396,1,5,31,5,mature
Stigmella viscerella,NHMSYS0000504397,21,5,30,6,mature
Stigmella zelleriella,NHMSYS0000504398,1,5,31,8,mature
Stilbia anomala,NBNSYS0000006500,15,7,15,10,mature
Strophedra nitidana,NHMSYS0000504405,1,5,7,8,mature
Strophedra weirana,NHMSYS0000504406,1,5,31,7,mature
Subacronicta megacephala,NHMSYS0021144513,15,4,31,8,mature
Swammerdamia caesiella,NHMSYS0000504410,1,5,31,8,mature
Swammerdamia compunctella,NHMSYS0000504411,1,6,31,7,mature
Swammerdamia passerella,NHMSYS0000504413,1,6,30,6,mature
Swammerdamia pyrella,NHMSYS0000504414,21,4,30,9,mature
Symmoca signatella,NHMSYS0000504417,1,7,30,9,mature
Synanthedon andrenaeformis,NBNSYS0000005693,7,6,21,7,mature
Synanthedon culiciformis,NBNSYS0000005696,15,4,15,7,mature
Synanthedon flaviventris,NBNSYS0000005692,15,6,21,7,mature
Synanthedon formicaeformis,NHMSYS0021143407,15,5,21,8,mature
Synanthedon myopaeformis,NBNSYS0000005694,21,5,15,8,mature
Synanthedon scoliaeformis,NBNSYS0000005691,1,6,31,7,mature
Synanthedon spheciformis,NHMSYS0021143406,15,5,30,6,mature
Synanthedon tipuliformis,NBNSYS0000005688,21,5,31,7,mature
Synanthedon vespiformis,NBNSYS0000005689,1,5,31,8,mature
Synaphe punctalis,NHMSYS0000504424,21,5,7,9,mature
Syncopacma albifrontella,NHMSYS0001703664,1,6,7,6,mature
Syncopacma albipalpella,NHMSYS0000504428,1,7,31,7,mature
Syncopacma cinctella,NHMSYS0000504429,21,5,31,7,mature
Syncopacma larseniella,NHMSYS0021142616,1,6,7,8,mature
Syncopacma polychromella,NHMSYS0000504431,1,8,30,11,mature
Syncopacma sangiella,NHMSYS0000504432,21,5,7,9,mature
Syncopacma suecicella,NHMSYS0000504433,1,6,31,7,mature
Syncopacma taeniolella,NHMSYS0000504434,15,6,31,8,mature
Syncopacma vinella,NHMSYS0000504435,1,5,31,8,mature
Syndemis musculana,NHMSYS0021143016,1,4,31,7,mature
Syngrapha interrogationis,NBNSYS0000006552,15,6,15,9,mature
Synthymia fixa,NBNSYS0000006501,1,4,31,7,mature
Tachystola acroxantha,NBNSYS0100005693,1,4,31,12,mature
Taleporia tubulosa,NHMSYS0000504447,21,5,30,6,mature
Tathorhynchus exsiccata,NBNSYS0000006391,7,5,15,12,mature
Tebenna micalis,NHMSYS0000504455,1,7,31,10,mature
Telechrysis tripuncta,NHMSYS0000504459,21,5,30,6,mature
Teleiodes flavimaculella,NHMSYS0000504462,1,5,31,7,mature
Teleiodes luculella,NHMSYS0021142781,21,4,15,8,mature
Teleiodes sequax,NHMSYS0000504464,15,6,31,8,mature
Teleiodes vulgella,NHMSYS0021142777,1,6,31,8,mature
Teleiodes wagae,NHMSYS0000504466,1,5,7,7,mature
Teleiopsis diffinis,NHMSYS0000504468,15,4,7,11,mature
Tenaga nigripunctella,NHMSYS0000504471,1,6,30,9,mature
Tethea ocularis,NHMSYS0000521103,15,4,31,8,mature
Tethea ocularis octogesimea,NHMSYS0021143793,21,4,31,7,mature
Tethea ocularis ocularis,NHMSYS0021143792,21,4,31,7,mature
Tethea or,NHMSYS0000521108,15,4,31,8,mature
Tethea or hibernica,NHMSYS0021143796,15,4,31,8,mature
Tethea or or,NHMSYS0021143794,15,4,31,8,mature
Tethea or scotica,NHMSYS0021143795,15,4,31,8,mature
Tetheella fluctuosa,NHMSYS0021143797,7,5,31,8,mature
Tetramoera langmaidi,NHMSYS0021120360,1,7,31,7,mature
Thalera fimbrialis,NBNSYS0000005745,15,6,15,8,mature
Thalpophila matura,NBNSYS0000006399,15,6,30,9,mature
Thaumetopoea pityocampa,NHMSYS0021144336,1,6,31,8,mature
Thaumetopoea processionea,NBNSYS0000006108,21,7,7,9,mature
Thera britannica,NHMSYS0000504489,21,3,31,12,mature
Thera cognata,NBNSYS0000005850,7,6,15,9,mature
Thera cupressata,NHMSYS0021143981,15,4,15,12,mature
Thera juniperata,NBNSYS0000005851,15,8,30,11,mature
Thera juniperata juniperata,NHMSYS0021143978,15,9,15,11,mature
Thera juniperata orcadensis,NHMSYS0021143980,15,9,15,11,mature
Thera juniperata scotica,NHMSYS0021143979,15,9,15,11,mature
Thera obeliscata,NHMSYS0021143975,1,4,30,11,mature
Thera vetustata,NHMSYS0021143974,15,6,15,10,mature
Theria primaria,NBNSYS0000006052,21,4,21,12,mature
Thetidia smaragdaria,NHMSYS0000517123,15,6,15,7,mature
Thetidia smaragdaria maritima,NHMSYS0021144319,15,6,15,7,mature
Thetidia smaragdaria smaragdaria,NHMSYS0021144318,15,6,15,7,mature
Thiodia citrana,NHMSYS0021143243,1,6,31,8,mature
Thiotricha subocellea,NBNSYS0100005809,15,6,15,8,mature
Thisanotia chrysonuchella,NHMSYS0000504504,1,5,15,7,mature
Tholera cespitis,NHMSYS0021144801,15,7,15,10,mature
Tholera decimalis,NBNSYS0000006271,15,7,7,10,mature
Thumatha senex,NHMSYS0021144411,1,6,31,8,mature
Thyatira batis,NBNSYS0000005724,15,4,15,9,mature
Thysanoplusia daubei,NHMSYS0021158212,1,5,31,12,mature
Thysanoplusia orichalcea,MM0001Z100B1FMS1,15,6,21,11,mature
Tiliacea aurago,NHMSYS0021144699,15,8,15,11,mature
Tiliacea citrago,NHMSYS0021144698,7,8,7,11,mature
Timandra comae,NHMSYS0021143879,21,4,31,10,mature
Tinagma balteolella,NHMSYS0021142525,1,5,30,6,mature
Tinagma ocnerostomella,NHMSYS0000504526,1,5,31,7,mature
Tinea columbariella,NHMSYS0000504528,1,6,30,9,mature
Tinea dubiella,NHMSYS0000504529,1,5,30,9,mature
Tinea flavescentella,NHMSYS0000504531,1,2,30,11,mature
Tinea pallescentella,NHMSYS0000504537,1,1,31,12,mature
Tinea pellionella,NHMSYS0000504538,1,2,31,10,mature
Tinea semifulvella,NHMSYS0000504539,1,5,30,9,mature
Tinea trinotella,NHMSYS0000504541,1,4,30,9,mature
Tineola bisselliella,NHMSYS0000504546,1,2,30,9,mature
Tischeria dodonaea,NHMSYS0000504548,1,6,7,7,mature
Tischeria ekebladella,NHMSYS0000504549,15,4,30,9,mature
Tortricodes alternella,NHMSYS0021143042,1,1,30,4,mature
Tortrix viridana,NHMSYS0021143070,15,5,31,7,mature
Trachea atriplicis,NBNSYS0000006400,21,5,15,10,mature
Trachypepla contritella,NHMSYS0021238032,1,2,31,10,mature
Triaxomasia caprimulgella,NHMSYS0000504567,1,6,15,8,mature
Triaxomera fulvimitrella,NHMSYS0000504569,1,5,31,7,mature
Triaxomera parasitella,NHMSYS0000504570,1,5,31,7,mature
Trichiura crataegi,NBNSYS0000005701,1,7,31,10,mature
Trichophaga tapetzella,NHMSYS0000504577,1,4,31,8,mature
Trichoplusia ni,NHMSYS0021144463,1,2,21,12,mature
Trichopteryx carpinata,NBNSYS0000005972,1,3,7,6,mature
Trichopteryx polycommata,NHMSYS0021144154,21,2,21,5,mature
Trifurcula beirnei,NBNSYS0100005898,1,8,30,9,mature
Trifurcula cryptella,NHMSYS0000504584,1,5,30,6,mature
Trifurcula eurema,NHMSYS0000504585,1,5,31,8,mature
Trifurcula headleyella,NBNSYS0100005899,21,5,31,8,mature
Trifurcula immundella,NHMSYS0000504587,1,6,30,9,mature
Trifurcula squamatella,NBNSYS0100005901,1,8,31,8,mature
Trifurcula subnitidella,NHMSYS0021142138,1,5,7,9,mature
Trigonophora flammea,NBNSYS0000006344,21,9,15,11,mature
Triodia sylvina,NHMSYS0021142341,21,6,21,9,mature
Triphosa dubitata,NBNSYS0000005870,15,6,15,7,mature
Trisateles emortualis,NHMSYS0021144441,1,6,7,8,mature
Tuta absoluta,NHMSYS0020973895,1,4,31,12,mature
Tyria jacobaeae,NBNSYS0000006155,15,4,15,8,mature
Tyta luctuosa,NHMSYS0021144495,21,4,31,8,mature
Udea decrepitalis,NHMSYS0000504608,1,5,31,7,mature
Udea ferrugalis,NHMSYS0000504609,1,1,31,12,mature
Udea fulvalis,NHMSYS0021143723,1,7,15,9,mature
Udea lutealis,NHMSYS0021143724,21,6,30,9,mature
Udea olivalis,NHMSYS0021143728,15,5,31,8,mature
Udea prunalis,NHMSYS0021143726,21,5,31,8,mature
Udea uliginosalis,NBNSYS0000026924,15,6,7,9,mature
Uresiphita gilvata,NHMSYS0000504617,1,8,31,10,mature
Uresiphita reversalis,NHMSYS0021143711,1,9,30,9,mature
Utetheisa pulchella,NBNSYS0000006140,15,6,15,12,mature
Venusia blomeri,NHMSYS0021144025,1,5,31,8,mature
Venusia cambrica,NBNSYS0000005964,15,5,7,9,mature
Vittaplusia vittata,NHMSYS0021144467,1,1,31,12,mature
Vitula biviella,NHMSYS0000504629,15,6,15,8,mature
Vitula edmandsii,NHMSYS0021143675,1,6,15,10,mature
Watsonalla binaria,NBNSYS0100005987,15,4,30,9,mature
Watsonalla cultraria,NBNSYS0100005988,15,4,30,9,mature
Wheeleria spilodactylus,NHMSYS0021142946,1,6,31,8,mature
Whittleia retiella,NBNSYS0000025777,1,5,30,6,mature
Xanthia togata,NBNSYS0000006368,1,8,31,10,mature
Xanthorhoe biriviata,NBNSYS0000005794,15,3,7,9,mature
Xanthorhoe decoloraria,NHMSYS0000520988,7,5,15,9,mature
Xanthorhoe decoloraria decoloraria,NHMSYS0021143915,7,5,15,9,mature
Xanthorhoe decoloraria hethlandica,NHMSYS0021143917,7,5,15,9,mature
Xanthorhoe designata,NBNSYS0000005795,1,4,15,10,mature
Xanthorhoe ferrugata,NBNSYS0000005800,15,4,30,9,mature
Xanthorhoe fluctuata,NBNSYS0000005803,1,4,31,10,mature
Xanthorhoe fluctuata fluctuata,NHMSYS0021143918,1,4,31,10,mature
Xanthorhoe fluctuata thules,NHMSYS0021143919,1,4,31,10,mature
Xanthorhoe montanata,NHMSYS0000520993,15,4,15,9,mature
Xanthorhoe montanata montanata,NHMSYS0021143925,1,5,21,8,mature
Xanthorhoe montanata shetlandica,NHMSYS0021143926,1,5,21,8,mature
Xanthorhoe quadrifasiata,MM0001Z100BZSUG1,1,6,31,8,mature
